"","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue"
"1692",540856,"22849","BREAD BIN DINER STYLE MINT",4,"2011-01-12",14.95,"16655","United Kingdom",59.8
"1693",570423,"22382","LUNCH BAG SPACEBOY DESIGN",5,"2011-10-10",1.65,"14451","United Kingdom",8.25
"1694",549874,"21865","PINK UNION JACK  PASSPORT COVER",2,"2011-04-12",2.1,"16919","United Kingdom",4.2
"1695",551650,"21465","PINK FLOWER CROCHET FOOD COVER",6,"2011-05-03",3.75,"13089","United Kingdom",22.5
"1696",547649,"22386","JUMBO BAG PINK POLKADOT",2,"2011-03-24",1.95,"18118","United Kingdom",3.9
"1697",500853,"21080","SET/20 RED SPOTTY PAPER NAPKINS",3,"2010-03-10",0.85,"13566","United Kingdom",2.55
"1698",526155,"22539","MINI JIGSAW DOLLY GIRL",240,"2010-10-08",0.42,"17404","Sweden",100.8
"1699",525205,"22489","PACK OF 12 TRADITIONAL CRAYONS",24,"2010-10-04",0.42,"14353","United Kingdom",10.08
"1700",520043,"37448","CERAMIC CAKE DESIGN SPOTTED MUG",1,"2010-08-23",1.49,"14606","United Kingdom",1.49
"1701",539087,"79321","CHILLI LIGHTS",48,"2010-12-16",4.25,"13093","United Kingdom",204
"1702",522950,"22055","MINI CAKE STAND  HANGING STRAWBERY",2,"2010-09-19",1.65,"13542","United Kingdom",3.3
"1703",490393,"84507B","STRIPES DESIGN MONKEY DOLL",6,"2009-12-05",2.55,"17642","United Kingdom",15.3
"1704",509548,"84879","ASSORTED COLOUR BIRD ORNAMENT",16,"2010-05-24",1.69,"16700","United Kingdom",27.04
"1705",515183,"21329","DINOSAURS  WRITING SET",2,"2010-07-08",1.65,"16549","United Kingdom",3.3
"1706",496947,"22115","METAL SIGN EMPIRE TEA",1,"2010-02-04",2.95,"14030","United Kingdom",2.95
"1707",523934,"85047","WHITE BEADED GARLAND STRING 20LIGHT",6,"2010-09-26",6.35,"16168","United Kingdom",38.1
"1708",517238,"21843","RED RETROSPOT CAKE STAND",1,"2010-07-27",10.95,"17841","United Kingdom",10.95
"1709",560248,"23147","SINGLE ANTIQUE ROSE HOOK IVORY",6,"2011-07-17",1.45,"16255","United Kingdom",8.7
"1710",566233,"POST","POSTAGE",7,"2011-09-11",18,"12635","Germany",126
"1711",569846,"23236","DOILEY STORAGE TIN",6,"2011-10-06",2.89,"13422","United Kingdom",17.34
"1712",565056,"23295","SET OF 12 MINI LOAF BAKING CASES",8,"2011-08-31",0.83,"16278","United Kingdom",6.64
"1713",522068,"22669","RED BABY BUNTING",1,"2010-09-10",2.95,"16549","United Kingdom",2.95
"1714",551158,"22971","QUEENS GUARD COFFEE MUG",6,"2011-04-26",2.55,"16823","United Kingdom",15.3
"1715",507042,"85150","LADIES & GENTLEMEN METAL SIGN",2,"2010-05-05",2.55,"13713","United Kingdom",5.1
"1716",524842,"22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",12,"2010-09-30",0.85,"12951","United Kingdom",10.2
"1717",535468,"20956","PORCELAIN T-LIGHT HOLDERS ASSORTED",12,"2010-11-26",1.25,"16226","United Kingdom",15
"1718",565324,"22845","VINTAGE CREAM CAT FOOD CONTAINER",1,"2011-09-02",6.35,"13232","United Kingdom",6.35
"1719",554941,"85054","FRENCH ENAMEL POT W LID",1,"2011-05-27",2.95,"16016","United Kingdom",2.95
"1720",567530,"22045","SPACEBOY GIFT WRAP",25,"2011-09-21",0.42,"12390","Belgium",10.5
"1721",529847,"22566","FELTCRAFT HAIRBAND PINK AND PURPLE",2,"2010-10-31",0.85,"13050","United Kingdom",1.7
"1722",560105,"20724","RED RETROSPOT CHARLOTTE BAG",3,"2011-07-14",0.85,"16794","United Kingdom",2.55
"1723",575089,"22694","WICKER STAR",6,"2011-11-08",2.1,"13437","United Kingdom",12.6
"1724",494915,"84050","PINK HEART SHAPE EGG FRYING PAN",7,"2010-01-19",1.65,"13564","United Kingdom",11.55
"1725",497916,"44241C","BLUE BUTTERFLY ON SPRING",1,"2010-02-14",0.85,"17340","United Kingdom",0.85
"1726",565414,"23228","FILIGREE HEART BIRD WHITE",24,"2011-09-04",1.25,"15046","United Kingdom",30
"1727",575481,"16014","SMALL CHINESE STYLE SCISSOR",10,"2011-11-09",0.42,"15679","United Kingdom",4.2
"1728",556009,"20931","BLUE POT PLANT CANDLE",12,"2011-06-08",2.95,"18221","United Kingdom",35.4
"1729",502733,"21422","PORCELAIN ROSE SMALL",8,"2010-03-26",0.85,"15911","United Kingdom",6.8
"1730",537773,"21992","VINTAGE PAISLEY STATIONERY SET",1,"2010-12-08",2.95,"16016","United Kingdom",2.95
"1731",556728,"22917","HERB MARKER ROSEMARY",1,"2011-06-14",0.65,"15719","United Kingdom",0.65
"1732",572284,"21452","TOADSTOOL MONEY BOX",3,"2011-10-23",2.95,"16744","United Kingdom",8.85
"1733",516925,"22597","CHRISTMAS MUSICAL ZINC HEART",72,"2010-07-25",0.72,"15946","United Kingdom",51.84
"1734",512548,"22551","PLASTERS IN TIN SPACEBOY",12,"2010-06-16",1.65,"16229","United Kingdom",19.8
"1735",563256,"22477","WATERING CAN GARDEN MARKER",10,"2011-08-15",1.25,"18143","United Kingdom",12.5
"1736",578995,"85203","HANGING WOOD AND FELT BUTTERFLY",6,"2011-11-27",0.42,"15861","United Kingdom",2.52
"1737",518792,"35638B","PINK/BLUE STRING CURTAIN",48,"2010-08-12",1.95,"13694","United Kingdom",93.6
"1738",528972,"84992","72 SWEETHEART FAIRY CAKE CASES",240,"2010-10-26",0.42,"13027","United Kingdom",100.8
"1739",572295,"22175","PINK OWL SOFT TOY",1,"2011-10-23",2.95,"16686","United Kingdom",2.95
"1740",515588,"85227","SET OF 6 3D KIT CARDS FOR KIDS",12,"2010-07-13",0.85,"14156","EIRE",10.2
"1741",555201,"21967","PACK OF 12 SKULL TISSUES",24,"2011-06-01",0.29,"16969","United Kingdom",6.96
"1742",529847,"21790","VINTAGE SNAP CARDS",5,"2010-10-31",0.85,"13050","United Kingdom",4.25
"1743",504454,"20773","BLUE PAISLEY NOTEBOOK",2,"2010-04-13",1.65,"16809","United Kingdom",3.3
"1744",498100,"22029","SPACEBOY BIRTHDAY CARD",12,"2010-02-16",0.42,"15325","United Kingdom",5.04
"1745",551868,"21880","RED RETROSPOT TAPE",12,"2011-05-04",0.65,"12540","Spain",7.8
"1746",519395,"22585","PACK OF 6 BIRDY GIFT TAGS",6,"2010-08-16",1.25,"14379","United Kingdom",7.5
"1747",492593,"21135","VICTORIAN  METAL POSTCARD SPRING",1,"2009-12-17",1.69,"15917","United Kingdom",1.69
"1748",577071,"22326","ROUND SNACK BOXES SET OF4 WOODLAND",5,"2011-11-17",2.95,"13969","United Kingdom",14.75
"1749",509430,"21212","PACK OF 72 RETRO SPOT CAKE CASES",24,"2010-05-23",0.55,"13394","United Kingdom",13.2
"1750",525706,"48185","DOORMAT FAIRY CAKE",2,"2010-10-06",7.95,"17075","United Kingdom",15.9
"1751",545162,"15056P","EDWARDIAN PARASOL PINK",6,"2011-02-28",5.95,"16187","United Kingdom",35.7
"1752",565139,"22083","PAPER CHAIN KIT RETROSPOT",40,"2011-09-01",2.55,"16422","United Kingdom",102
"1753",527070,"35648","VINTAGE BEAD PINK PURSE",2,"2010-10-14",2.95,"14975","United Kingdom",5.9
"1754",519733,"21980","PACK OF 12 RED SPOTTY TISSUES",48,"2010-08-20",0.29,"12519","Germany",13.92
"1755",491443,"21258","VICTORIAN SEWING BOX LARGE",8,"2009-12-11",10.95,"15311","United Kingdom",87.6
"1756",523006,"22907","PACK OF 20 NAPKINS PANTRY DESIGN",1,"2010-09-19",0.85,"15870","United Kingdom",0.85
"1757",550995,"20726","LUNCH BAG WOODLAND",30,"2011-04-26",1.65,"16722","United Kingdom",49.5
"1758",578977,"90082B","DIAMANTE BOW BROOCH RED COLOUR",1,"2011-11-27",6.35,"17231","United Kingdom",6.35
"1759",518232,"21932","SCANDINAVIAN PAISLEY PICNIC BAG",10,"2010-08-05",2.95,"18226","United Kingdom",29.5
"1760",490082,"20733","GOLD MINI TAPE MEASURE",10,"2009-12-03",0.85,"14952","United Kingdom",8.5
"1761",508635,"79029","GLASS HONEYPOT WASP CATCHER",3,"2010-05-17",1.95,"13719","United Kingdom",5.85
"1762",571987,"23080","RED METAL BOX TOP SECRET",2,"2011-10-20",8.25,"17007","United Kingdom",16.5
"1763",500400,"21116","OWL DOORSTOP",70,"2010-03-08",4.25,"16754","United Kingdom",297.5
"1764",559552,"20727","LUNCH BAG  BLACK SKULL.",2,"2011-07-10",1.65,"16014","United Kingdom",3.3
"1765",547521,"21055","TOOL BOX SOFT TOY",1,"2011-03-23",8.95,"16713","United Kingdom",8.95
"1766",500198,"21690","SILVER  CANDLEPOT JARDIN",4,"2010-03-05",3.75,"13037","United Kingdom",15
"1767",519739,"85065","CREAM SWEETHEART TRAYS",1,"2010-08-20",12.75,"17699","United Kingdom",12.75
"1768",576071,"23206","LUNCH BAG APPLE DESIGN",1,"2011-11-13",1.65,"18069","United Kingdom",1.65
"1769",570467,"21122","SET/10 PINK POLKADOT PARTY CANDLES",24,"2011-10-10",1.25,"12607","USA",30
"1770",518422,"22667","RECIPE BOX RETRO SPOT DESIGN",6,"2010-08-09",2.95,"16839","United Kingdom",17.7
"1771",571441,"84031A","CHARLIE+LOLA RED HOT WATER BOTTLE",1,"2011-10-17",4.13,"14096","United Kingdom",4.13
"1772",494916,"22367","CHILDS APRON SPACEBOY DESIGN",4,"2010-01-19",1.95,"17963","United Kingdom",7.8
"1773",514355,"85040B","SET/4 BLUE FLOWER CANDLES IN BOWL",3,"2010-07-01",1.65,"17589","United Kingdom",4.95
"1774",534800,"21981","PACK OF 12 WOODLAND TISSUES",4,"2010-11-24",0.29,"17019","United Kingdom",1.16
"1775",573496,"20978","36 PENCILS TUBE SKULLS",3,"2011-10-31",1.25,"17841","United Kingdom",3.75
"1776",492585,"21817","GLITTER CHRISTMAS TREE",6,"2009-12-17",0.85,"14085","United Kingdom",5.1
"1777",492251,"22139","RETRO SPOT TEA SET CERAMIC 11 PC",3,"2009-12-16",4.95,"14156","EIRE",14.85
"1778",495307,"85099C","JUMBO  BAG BAROQUE BLACK WHITE",20,"2010-01-22",1.95,"16779","United Kingdom",39
"1779",549681,"21080","SET/20 RED RETROSPOT PAPER NAPKINS",12,"2011-04-11",0.85,"13881","United Kingdom",10.2
"1780",509118,"22271","FELTCRAFT DOLL ROSIE",6,"2010-05-20",2.95,"16303","United Kingdom",17.7
"1781",532659,"84879","ASSORTED COLOUR BIRD ORNAMENT",2,"2010-11-14",1.69,"16121","United Kingdom",3.38
"1782",557764,"84970S","HANGING HEART ZINC T-LIGHT HOLDER",24,"2011-06-22",0.85,"13089","United Kingdom",20.4
"1783",501569,"21232","STRAWBERRY CERAMIC TRINKET BOX",72,"2010-03-18",1.06,"16336","United Kingdom",76.32
"1784",513605,"22645","CERAMIC HEART FAIRY CAKE MONEY BANK",1,"2010-06-27",1.45,"13230","United Kingdom",1.45
"1785",520361,"22112","CHOCOLATE HOT WATER BOTTLE",1,"2010-08-25",4.95,"13548","United Kingdom",4.95
"1786",520510,"84991","60 TEATIME FAIRY CAKE CASES",24,"2010-08-26",0.55,"16369","United Kingdom",13.2
"1787",522070,"21592","RETRO SPOT  CIGAR BOX MATCHES",1,"2010-09-12",1.25,"17377","United Kingdom",1.25
"1788",571559,"22423","REGENCY CAKESTAND 3 TIER",2,"2011-10-18",12.75,"14911","EIRE",25.5
"1789",555553,"23298","SPOTTY BUNTING",3,"2011-06-05",4.95,"12662","Germany",14.85
"1790",568086,"23371","SET 36 COLOUR PENCILS SPACEBOY",32,"2011-09-23",1.25,"14944","United Kingdom",40
"1791",526724,"82011C","BATHROOM SCALES FOOTPRINTS IN SAND",1,"2010-10-12",3.75,"13909","United Kingdom",3.75
"1792",524323,"22139","RETRO SPOT TEA SET CERAMIC 11 PC",6,"2010-09-28",4.95,"12476","Germany",29.7
"1793",559367,"20754","RETROSPOT RED WASHING UP GLOVES",6,"2011-07-08",2.1,"13013","United Kingdom",12.6
"1794",500868,"84687","BEACH HUT SHELF W 3 DRAWERS",2,"2010-03-10",5.95,"14156","EIRE",11.9
"1795",553211,"22435","SET OF 9 HEART SHAPED BALLOONS",24,"2011-05-16",1.25,"15358","United Kingdom",30
"1796",501573,"22192","BLUE DINER WALL CLOCK",2,"2010-03-18",8.5,"14427","United Kingdom",17
"1797",577396,"22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",40,"2011-11-18",2.55,"17621","United Kingdom",102
"1798",536272,"22211","WOOD STAMP SET FLOWERS",2,"2010-11-30",1.65,"15867","United Kingdom",3.3
"1799",576066,"20978","36 PENCILS TUBE SKULLS",1,"2011-11-13",1.25,"16898","United Kingdom",1.25
"1800",514559,"21509","COWBOYS AND INDIANS BIRTHDAY CARD",12,"2010-07-05",0.36,"17850","United Kingdom",4.32
"1801",580160,"23582","VINTAGE DOILY JUMBO BAG RED",10,"2011-12-02",2.08,"12700","France",20.8
"1802",545682,"22268","EASTER DECORATION SITTING BUNNY",8,"2011-03-06",0.85,"14701","United Kingdom",6.8
"1803",543457,"21533","RETROSPOT LARGE MILK JUG",3,"2011-02-08",4.95,"17428","United Kingdom",14.85
"1804",560934,"20727","LUNCH BAG  BLACK SKULL.",10,"2011-07-22",1.65,"16722","United Kingdom",16.5
"1805",552972,"22849","BREAD BIN DINER STYLE MINT",1,"2011-05-12",16.95,"16043","United Kingdom",16.95
"1806",580518,"23188","VINTAGE  2 METRE FOLDING RULER",12,"2011-12-04",1.65,"13435","United Kingdom",19.8
"1807",540647,"22851","SET 20 NAPKINS FAIRY CAKES DESIGN",2,"2011-01-10",0.85,"17406","United Kingdom",1.7
"1808",564317,"22652","TRAVEL SEWING KIT",10,"2011-08-24",1.65,"13890","United Kingdom",16.5
"1809",514383,"85064","CREAM SWEETHEART LETTER RACK",2,"2010-07-02",5.45,"17236","United Kingdom",10.9
"1810",513372,"22308","TEA COSY BLUE STRIPE",6,"2010-06-24",2.55,"14911","EIRE",15.3
"1811",514993,"46776B","WOVEN BERRIES CUSHION COVER",2,"2010-07-07",4.95,"13593","United Kingdom",9.9
"1812",540372,"22029","SPACEBOY BIRTHDAY CARD",12,"2011-01-06",0.42,"13081","United Kingdom",5.04
"1813",549428,"22550","HOLIDAY FUN LUDO",30,"2011-04-08",3.75,"15815","United Kingdom",112.5
"1814",500611,"21791","VINTAGE HEADS AND TAILS CARD GAME",1,"2010-03-09",1.25,"17266","United Kingdom",1.25
"1815",490353,"84247L","FAWN AND MUSHROOM GREETING CARD",12,"2009-12-04",0.42,"15514","United Kingdom",5.04
"1816",551984,"35810B","ENAMEL BLUE RIM COFFEE CONTAINER",12,"2011-05-05",0.83,"15841","United Kingdom",9.96
"1817",536260,"22854","CREAM SWEETHEART EGG HOLDER",4,"2010-11-30",4.95,"13901","United Kingdom",19.8
"1818",551979,"22423","REGENCY CAKESTAND 3 TIER",16,"2011-05-05",10.95,"14199","United Kingdom",175.2
"1819",573588,"22941","CHRISTMAS LIGHTS 10 REINDEER",2,"2011-10-31",8.5,"12588","Finland",17
"1820",567482,"21744","SNOWFLAKE PORTABLE TABLE LIGHT",4,"2011-09-20",2.95,"16464","United Kingdom",11.8
"1821",548259,"22055","MINI CAKE STAND  HANGING STRAWBERY",3,"2011-03-30",1.65,"14099","United Kingdom",4.95
"1822",520427,"21121","SET/10 RED SPOTTY PARTY CANDLES",24,"2010-08-26",1.25,"17005","United Kingdom",30
"1823",547801,"21212","PACK OF 72 RETROSPOT CAKE CASES",24,"2011-03-25",0.55,"14107","United Kingdom",13.2
"1824",510783,"85183A","CHARLIE & LOLA WASTEPAPER BIN BLUE",6,"2010-06-03",3.75,"14426","United Kingdom",22.5
"1825",506266,"22188","BLACK HEART CARD HOLDER",8,"2010-04-28",3.95,"16648","United Kingdom",31.6
"1826",521402,"22029","SPACEBOY BIRTHDAY CARD",12,"2010-09-06",0.42,"12744","Singapore",5.04
"1827",516270,"22474","SPACEBOY TV DINNER TRAY",16,"2010-07-19",4.25,"14646","Netherlands",68
"1828",507133,"84685","BEACH HUT KEY CABINET",1,"2010-05-06",3.75,"14461","United Kingdom",3.75
"1829",568531,"21122","SET/10 PINK POLKADOT PARTY CANDLES",2,"2011-09-27",1.25,"16713","United Kingdom",2.5
"1830",562526,"21026","SPACE OWL",3,"2011-08-05",1.25,"16880","United Kingdom",3.75
"1831",576246,"22095","LADS ONLY TISSUE BOX",3,"2011-11-14",0.39,"17566","United Kingdom",1.17
"1832",539249,"21930","JUMBO STORAGE BAG SKULLS",10,"2010-12-16",1.95,"14709","United Kingdom",19.5
"1833",556128,"23167","SMALL CERAMIC TOP STORAGE JAR",12,"2011-06-09",0.83,"13038","United Kingdom",9.96
"1834",496459,"21535","RETRO SPOT SMALL MILK JUG",1,"2010-02-01",2.55,"17361","United Kingdom",2.55
"1835",570672,"21704","BAG 250g SWIRLY MARBLES",12,"2011-10-11",0.85,"12536","France",10.2
"1836",559157,"23249","VINTAGE RED ENAMEL TRIM PLATE",12,"2011-07-06",1.65,"13999","United Kingdom",19.8
"1837",543342,"48187","DOORMAT NEW ENGLAND",2,"2011-02-07",7.95,"17162","United Kingdom",15.9
"1838",569319,"22734","SET OF 6 RIBBONS VINTAGE CHRISTMAS",6,"2011-10-03",2.89,"14290","United Kingdom",17.34
"1839",580998,"23301","GARDENERS KNEELING PAD KEEP CALM",5,"2011-12-06",1.65,"16987","United Kingdom",8.25
"1840",501732,"22300","COFFEE MUG DOG + BALL DESIGN",36,"2010-03-19",2.1,"14292","United Kingdom",75.6
"1841",555416,"20996","JAZZ HEARTS ADDRESS BOOK",8,"2011-06-03",0.19,"14408","United Kingdom",1.52
"1842",529215,"22145","CHRISTMAS CRAFT HEART STOCKING",6,"2010-10-27",2.1,"12591","Italy",12.6
"1843",521343,"20750","RED/WHITE DOT MINI CASES",2,"2010-09-03",7.95,"12681","France",15.9
"1844",503435,"22413","METAL SIGN TAKE IT OR LEAVE IT",6,"2010-04-01",2.95,"14893","United Kingdom",17.7
"1845",529888,"21121","SET/10 RED POLKADOT PARTY CANDLES",2,"2010-10-31",1.25,"16595","United Kingdom",2.5
"1846",519404,"21508","VINTAGE KID DOLLY CARD",72,"2010-08-17",0.36,"14646","Netherlands",25.92
"1847",517317,"22202","MILK PAN PINK RETROSPOT",4,"2010-07-28",3.75,"15596","United Kingdom",15
"1848",533087,"22692","DOORMAT WELCOME TO OUR HOME",2,"2010-11-16",7.95,"18065","United Kingdom",15.9
"1849",513072,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",2,"2010-06-21",2.95,"17137","United Kingdom",5.9
"1850",576406,"23119","PACK OF 6 LARGE FRUIT STRAWS",12,"2011-11-15",0.62,"13692","United Kingdom",7.44
"1851",540968,"21811","CHRISTMAS HANGING HEART WITH BELL",16,"2011-01-12",1.25,"17338","United Kingdom",20
"1852",562256,"22425","ENAMEL COLANDER CREAM",3,"2011-08-03",4.95,"15152","United Kingdom",14.85
"1853",577108,"23493","VINTAGE DOILY TRAVEL SEWING KIT",4,"2011-11-17",1.95,"15983","United Kingdom",7.8
"1854",509148,"21918","SET 12 KIDS COLOUR  CHALK STICKS",4,"2010-05-20",0.42,"17372","United Kingdom",1.68
"1855",519692,"22589","CARDHOLDER GINGHAM STAR",4,"2010-08-19",2.55,"17222","United Kingdom",10.2
"1856",491924,"72802B","OCEAN SCENT CANDLE IN JEWELLED BOX",6,"2009-12-14",4.25,"17364","United Kingdom",25.5
"1857",581141,"22622","BOX OF VINTAGE ALPHABET BLOCKS",2,"2011-12-07",11.95,"14132","United Kingdom",23.9
"1858",575070,"21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",1,"2011-11-08",1.69,"17841","United Kingdom",1.69
"1859",550320,"22426","ENAMEL WASH BOWL CREAM",8,"2011-04-17",3.75,"12748","United Kingdom",30
"1860",524624,"22120","WELCOME  WOODEN BLOCK LETTERS",12,"2010-09-30",8.5,"17340","United Kingdom",102
"1861",513788,"22427","ENAMEL FLOWER JUG CREAM",3,"2010-06-28",5.95,"13152","United Kingdom",17.85
"1862",548712,"22841","ROUND CAKE TIN VINTAGE GREEN",3,"2011-04-03",7.95,"17050","United Kingdom",23.85
"1863",534410,"22365","DOORMAT RESPECTABLE HOUSE",2,"2010-11-22",7.95,"16812","United Kingdom",15.9
"1864",555488,"22189","CREAM HEART CARD HOLDER",1,"2011-06-03",3.95,"16942","United Kingdom",3.95
"1865",556244,"21174","POTTERING IN THE SHED METAL SIGN",2,"2011-06-09",2.08,"15867","United Kingdom",4.16
"1866",570287,"22749","FELTCRAFT PRINCESS CHARLOTTE DOLL",4,"2011-10-10",3.75,"17425","United Kingdom",15
"1867",534885,"22457","NATURAL SLATE HEART CHALKBOARD",3,"2010-11-24",2.95,"15509","United Kingdom",8.85
"1868",540968,"85025C","PINK HEART SHAPE PHOTO FRAME",6,"2011-01-12",1.65,"17338","United Kingdom",9.9
"1869",501539,"21936","RED/WHITE SPOT PICNIC BAG",1,"2010-03-17",2.95,"13275","United Kingdom",2.95
"1870",556298,"21080","SET/20 RED RETROSPOT PAPER NAPKINS",12,"2011-06-10",0.85,"16581","United Kingdom",10.2
"1871",491750,"84029E","RED WOOLLY HOTTIE WHITE HEART.",2,"2009-12-14",3.75,"14527","United Kingdom",7.5
"1872",569046,"22155","STAR DECORATION RUSTIC",48,"2011-09-30",0.42,"14422","United Kingdom",20.16
"1873",513496,"62096A","PINK/YELLOW FLOWERS HANDBAG",6,"2010-06-25",1.25,"14401","United Kingdom",7.5
"1874",505569,"47504K","ENGLISH ROSE GARDEN SECATEURS",1,"2010-04-23",1.95,"15474","United Kingdom",1.95
"1875",521391,"21166","COOK WITH WINE METAL SIGN",48,"2010-09-05",1.69,"13434","United Kingdom",81.12
"1876",578044,"22460","EMBOSSED GLASS TEALIGHT HOLDER",12,"2011-11-22",1.25,"13488","United Kingdom",15
"1877",503790,"22482","BLUE TEA TOWEL CLASSIC DESIGN",6,"2010-04-07",1.25,"13174","United Kingdom",7.5
"1878",571837,"22630","DOLLY GIRL LUNCH BOX",3,"2011-10-19",1.95,"16470","United Kingdom",5.85
"1879",577493,"20725","LUNCH BAG RED RETROSPOT",3,"2011-11-20",1.65,"17323","United Kingdom",4.95
"1880",576339,"21790","VINTAGE SNAP CARDS",19,"2011-11-14",1.63,"14096","United Kingdom",30.97
"1881",545162,"85014B","RED RETROSPOT UMBRELLA",6,"2011-02-28",5.95,"16187","United Kingdom",35.7
"1882",555162,"21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",12,"2011-06-01",1.25,"12473","Germany",15
"1883",559460,"22417","PACK OF 60 SPACEBOY CAKE CASES",24,"2011-07-08",0.55,"13862","United Kingdom",13.2
"1884",521970,"21411","GINGHAM HEART  DOORSTOP RED",1,"2010-09-09",4.25,"17282","United Kingdom",4.25
"1885",549569,"72122","COFFEE SCENT PILLAR CANDLE",2,"2011-04-10",0.95,"15547","United Kingdom",1.9
"1886",564372,"20725","LUNCH BAG RED RETROSPOT",30,"2011-08-25",1.65,"12714","France",49.5
"1887",578234,"23452","HEART MINI PORTRAIT FRAME",6,"2011-11-23",1.95,"13650","United Kingdom",11.7
"1888",577524,"23221","REINDEER HEART DECORATION SILVER",4,"2011-11-20",0.83,"16905","United Kingdom",3.32
"1889",502834,"20828","GLITTER BUTTERFLY CLIPS",6,"2010-03-28",2.55,"17731","United Kingdom",15.3
"1890",506569,"21679","SKULLS  STICKERS",12,"2010-04-30",0.85,"15818","United Kingdom",10.2
"1891",509151,"22559","SEASIDE FLYING DISC",1,"2010-05-20",1.25,"14606","United Kingdom",1.25
"1892",493719,"22115","METAL SIGN EMPIRE TEA",6,"2010-01-06",2.95,"14210","United Kingdom",17.7
"1893",520883,"21871","SAVE THE PLANET MUG",12,"2010-08-31",1.25,"14911","EIRE",15
"1894",569231,"22336","DOVE DECORATION PAINTED ZINC",5,"2011-10-02",0.19,"13379","United Kingdom",0.95
"1895",511070,"21926","RED/CREAM STRIPE CUSHION COVER",2,"2010-06-06",1.25,"16340","United Kingdom",2.5
"1896",525928,"22470","HEART OF WICKER LARGE",9,"2010-10-07",2.95,"16072","United Kingdom",26.55
"1897",551462,"21463","MIRRORED DISCO BALL",2,"2011-04-28",5.95,"15210","United Kingdom",11.9
"1898",499285,"21034","REX CASH+CARRY JUMBO SHOPPER",2,"2010-02-25",0.95,"17207","United Kingdom",1.9
"1899",557299,"23092","LARGE ANTIQUE WHITE PHOTO FRAME",2,"2011-06-19",7.9,"13047","United Kingdom",15.8
"1900",505508,"21721","CANDY SHOP  STICKER SHEET",36,"2010-04-22",0.85,"14655","United Kingdom",30.6
"1901",506245,"21524","DOOR MAT SPOTTY HOME SWEET HOME",1,"2010-04-28",7.49,"16447","United Kingdom",7.49
"1902",527399,"22149","FELTCRAFT 6 FLOWER FRIENDS",6,"2010-10-17",2.1,"15590","United Kingdom",12.6
"1903",516264,"21025","SPACE FROG",10,"2010-07-19",1.25,"13734","United Kingdom",12.5
"1904",498446,"20725","LUNCH BAG RED SPOTTY",24,"2010-02-19",1.65,"13093","United Kingdom",39.6
"1905",574194,"22838","3 TIER CAKE TIN RED AND CREAM",2,"2011-11-03",14.95,"15227","United Kingdom",29.9
"1906",559364,"23200","JUMBO BAG PEARS",10,"2011-07-08",2.08,"17735","United Kingdom",20.8
"1907",571289,"23025","DRAWER KNOB VINTAGE GLASS BALL",2,"2011-10-16",2.08,"15113","United Kingdom",4.16
"1908",557114,"85078","SCANDINAVIAN 3 HEARTS NAPKIN RING",120,"2011-06-16",0.19,"13951","United Kingdom",22.8
"1909",521035,"21188","3D HEARTS  HONEYCOMB PAPER GARLAND",12,"2010-09-02",2.95,"16258","United Kingdom",35.4
"1910",561192,"23168","CLASSIC CAFE SUGAR DISPENSER",1,"2011-07-25",1.25,"16033","United Kingdom",1.25
"1911",526427,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"2010-10-11",2.95,"12747","United Kingdom",17.7
"1912",537196,"22147","FELTCRAFT BUTTERFLY HEARTS",2,"2010-12-05",1.45,"15426","United Kingdom",2.9
"1913",513646,"21155","RED SPOTTY PEG BAG",6,"2010-06-28",2.1,"16746","United Kingdom",12.6
"1914",546678,"22894","TABLECLOTH RED APPLES DESIGN",4,"2011-03-15",9.95,"12681","France",39.8
"1915",569685,"23373","VINTAGE CHRISTMAS PAPER GIFT BAG",20,"2011-10-05",0.82,"16758","United Kingdom",16.4
"1916",501897,"22364","GLASS JAR DIGESTIVE BISCUITS",2,"2010-03-21",2.95,"17539","United Kingdom",5.9
"1917",525871,"20711","JUMBO BAG TOYS",2,"2010-10-07",1.95,"17354","United Kingdom",3.9
"1918",499467,"21710","FOLDING UMBRELLA  PINK/WHITE  SPOT",1,"2010-02-28",4.95,"18046","United Kingdom",4.95
"1919",551003,"22666","RECIPE BOX PANTRY YELLOW DESIGN",1,"2011-04-26",2.95,"16456","United Kingdom",2.95
"1920",516305,"21258","VICTORIAN SEWING BOX LARGE",1,"2010-07-19",12.75,"14667","United Kingdom",12.75
"1921",576339,"22672","FRENCH BATHROOM SIGN BLUE METAL",3,"2011-11-14",3.29,"14096","United Kingdom",9.87
"1922",537806,"48194","DOORMAT HEARTS",10,"2010-12-08",6.75,"13113","United Kingdom",67.5
"1923",512591,"22558","CLOTHES PEGS RETROSPOT PACK 24",12,"2010-06-16",1.25,"17160","United Kingdom",15
"1924",574295,"21586","KINGS CHOICE GIANT TUBE MATCHES",96,"2011-11-03",2.1,"17389","United Kingdom",201.6
